data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,6,0,1,0,0,0,0,0,0
DNA_262144,18,2,1,91,0,0,0,0,0,0
DNA_524288,17,6,5,373,0,0,0,1,1,1
DNA_1048576,49,2,8,59,2,2,2,6,6,6
proteins_1048576,46,3,5,112,0,0,0,1,1,1
realDNA_1048576,57,11,8,669,0,0,0,6,6,6
english_1048576,62,0,1,2,0,0,0,1,1,1
DNA_2097152,163,1,18,64,3,3,3,11,11,11
proteins_2097152,88,7,12,241,0,0,0,1,1,1
realDNA_2097152,163,24,22,2328,2,2,2,4,4,4
english_2097152,152,0,4,7,0,0,0,3,3,3
DNA_4194304,305,53,63,6833,4,4,4,5,5,5
proteins_4194304,149,6,19,24,6,6,6,77,77,77
realDNA_4194304,297,48,51,5537,4,4,4,10,10,10
english_4194304,304,3,9,26,1,1,1,23,23,23
DNA_8388608,1750,170,375,33039,663,663,663,1223,1223,1223
proteins_8388608,341,33,32,1238,2,2,2,26,26,26
realDNA_8388608,923,63,322,827,11,11,11,55,55,55
english_8388608,463,6,19,37,7,7,7,19,19,19
DNA_16777216,3191,190,680,15388,245,245,245,262,262,262
proteins_16777216,1467,107,89,125,131,131,131,169,169,169
