data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,2,0,0,0,0,0,0
DNA_524288,0,0,3,6,1,1,1,4,4,4
DNA_1048576,0,0,8,13,3,3,3,3,3,3
proteins_1048576,0,0,2,3,0,0,0,0,0,0
realDNA_1048576,0,2,8,15,3,3,3,7,7,7
english_1048576,0,2,3,4,0,0,0,4,4,4
DNA_2097152,0,0,16,27,3,3,3,12,12,12
proteins_2097152,0,0,3,6,0,0,0,11,11,11
realDNA_2097152,0,0,17,28,7,7,7,12,12,12
english_2097152,0,1,7,8,2,2,2,10,10,10
DNA_4194304,0,3,55,58,12,12,12,19,19,19
proteins_4194304,0,1,11,16,2,2,2,5,5,5
realDNA_4194304,0,2,56,64,15,15,15,31,31,31
english_4194304,0,4,17,22,6,6,6,41,41,41
DNA_8388608,0,11,265,166,71,71,71,162,162,162
proteins_8388608,0,2,32,38,8,8,8,36,36,36
realDNA_8388608,0,3,175,147,75,75,75,114,114,114
english_8388608,0,3,20,41,12,12,12,42,42,42
DNA_16777216,0,7,614,475,223,223,223,1707,1707,1707
proteins_16777216,0,2,63,59,65,65,65,115,115,115
