data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,18,2,1,97,0,0,0,0,0,0
DNA_524288,15,0,2,9,0,0,0,1,1,1
DNA_1048576,53,1,5,60,1,1,1,6,6,6
proteins_1048576,31,2,4,6,1,1,1,5,5,5
realDNA_1048576,74,12,8,837,1,1,1,1,1,1
english_1048576,54,0,1,2,0,0,0,1,1,1
DNA_2097152,195,2,29,97,6,6,6,16,16,16
proteins_2097152,69,6,5,169,0,0,0,14,14,14
realDNA_2097152,163,4,18,39,6,6,6,17,17,17
english_2097152,97,0,3,6,0,0,0,2,2,2
DNA_4194304,417,55,103,6816,846,846,846,9,9,9
proteins_4194304,139,13,11,765,1,1,1,3,3,3
realDNA_4194304,331,10,47,601,15,15,15,21,21,21
english_4194304,190,3,12,18,7,7,7,17,17,17
DNA_8388608,4257,215,577,53751,120,120,120,1334,1334,1334
proteins_8388608,450,37,65,4516,4,4,4,13,13,13
realDNA_8388608,733,3,136,527,11,11,11,155,155,155
english_8388608,425,8,34,45,19,19,19,53,53,53
DNA_16777216,2613,139,550,55488,1065,1065,1065,6272,6272,6272
proteins_16777216,1213,56,92,7772,26,26,26,25,25,25
