data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,12,0,0,0,0,0,0
DNA_524288,0,0,3,27,0,0,0,1,1,1
DNA_1048576,0,0,9,61,0,0,0,2,2,2
proteins_1048576,0,0,2,3,0,0,0,0,0,0
realDNA_1048576,0,0,5,13,1,1,1,4,4,4
english_1048576,0,2,3,5,0,0,0,4,4,4
DNA_2097152,0,0,27,139,3,3,3,11,11,11
proteins_2097152,0,0,7,28,0,0,0,2,2,2
realDNA_2097152,0,0,24,145,8,8,8,12,12,12
english_2097152,0,1,5,7,2,2,2,12,12,12
DNA_4194304,0,0,38,68,3,3,3,20,20,20
proteins_4194304,0,0,11,60,1,1,1,4,4,4
realDNA_4194304,0,0,77,319,2,2,2,290,290,290
english_4194304,0,1,7,14,1,1,1,10,10,10
DNA_8388608,0,151,807,1010,2717,2717,2717,146,146,146
proteins_8388608,0,2,40,134,3,3,3,9,9,9
realDNA_8388608,0,27,509,830,288,288,288,3614,3614,3614
english_8388608,0,3,19,31,4,4,4,11,11,11
DNA_16777216,0,60,2313,2044,477,477,477,316,316,316
proteins_16777216,0,2,92,282,8,8,8,34,34,34
