data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,26,2,2,86,0,0,0,0,0,0
DNA_524288,16,5,5,290,0,0,0,1,1,1
DNA_1048576,48,12,13,762,1,1,1,2,2,2
proteins_1048576,60,1,13,3,0,0,0,1,1,1
realDNA_1048576,58,3,6,241,2,2,2,8,8,8
english_1048576,45,0,1,3,5,5,5,7,7,7
DNA_2097152,151,2,11,138,1,1,1,300,300,300
proteins_2097152,70,2,7,11,1,1,1,9,9,9
realDNA_2097152,168,36,33,2269,1,1,1,2,2,2
english_2097152,93,0,2,6,0,0,0,2,2,2
DNA_4194304,294,1,28,140,5,5,5,6,6,6
proteins_4194304,148,2,7,19,2,2,2,12,12,12
realDNA_4194304,308,56,74,8176,4,4,4,11,11,11
english_4194304,194,4,12,19,4,4,4,24,24,24
DNA_8388608,997,118,280,66755,441,441,441,2341,2341,2341
proteins_8388608,366,22,42,53,9,9,9,80,80,80
realDNA_8388608,845,11,125,1660,7,7,7,78,78,78
english_8388608,577,8,31,49,31,31,31,44,44,44
DNA_16777216,1611,8,282,1033,14,14,14,98,98,98
proteins_16777216,869,29,79,112,46,46,46,3375,3375,3375
