data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,1,0,0,0,0,0,0,0,0,0
DNA_16384,2,0,0,9,0,0,0,0,0,0
DNA_262144,78,2,1,620,0,0,0,0,0,0
DNA_524288,92,5,3,1532,0,0,0,1,1,1
DNA_1048576,187,12,8,4777,0,0,0,2,2,2
proteins_1048576,176,0,1,0,0,0,0,6,6,6
realDNA_1048576,339,4,6,1573,1,1,1,2,2,2
english_1048576,187,0,1,1,1,1,1,2,2,2
DNA_2097152,677,2,11,864,1,1,1,6,6,6
proteins_2097152,403,0,4,13,1,1,1,8,8,8
realDNA_2097152,401,26,20,15608,1,1,1,2,2,2
english_2097152,413,1,4,4,5,5,5,9,9,9
DNA_4194304,1367,2,29,921,5,5,5,6,6,6
proteins_4194304,844,9,19,14,4,4,4,13,13,13
realDNA_4194304,1680,946,1058,80662,5,5,5,16,16,16
english_4194304,854,4,13,6,1,1,1,7,7,7
DNA_8388608,8081,142,407,223529,114,114,114,168,168,168
proteins_8388608,3420,6,18,7,2,2,2,19,19,19
realDNA_8388608,1744,11,137,22561,8,8,8,31,31,31
english_8388608,1604,3,17,8,7,7,7,11,11,11
DNA_16777216,5853,9,294,9146,13,13,13,59,59,59
proteins_16777216,7098,12,63,156,17,17,17,245,245,245
