data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,2,0,0,0,0,0,0
DNA_524288,0,0,6,8,0,0,0,4,4,4
DNA_1048576,0,0,7,14,2,2,2,7,7,7
proteins_1048576,0,2,3,3,0,0,0,2,2,2
realDNA_1048576,0,2,9,13,0,0,0,1,1,1
english_1048576,0,0,1,2,1,1,1,2,2,2
DNA_2097152,0,1,18,29,1,1,1,2,2,2
proteins_2097152,0,2,7,10,2,2,2,10,10,10
realDNA_2097152,0,0,16,27,3,3,3,10,10,10
english_2097152,0,1,9,5,1,1,1,2,2,2
DNA_4194304,0,1,44,54,2,2,2,8,8,8
proteins_4194304,0,11,20,26,4,4,4,17,17,17
realDNA_4194304,0,1,33,58,5,5,5,125,125,125
english_4194304,0,4,12,19,5,5,5,26,26,26
DNA_8388608,0,120,609,426,381,381,381,1069,1069,1069
proteins_8388608,0,8,22,34,3,3,3,108,108,108
realDNA_8388608,0,4,133,148,22,22,22,103,103,103
english_8388608,0,3,17,31,7,7,7,30,30,30
DNA_16777216,0,7,282,237,10,10,10,75,75,75
proteins_16777216,0,178,246,199,172,172,172,851,851,851
