data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,2,16,-1,-1,-1,0,0,0
DNA_524288,0,0,5,28,0,0,0,0,0,0
DNA_1048576,0,0,14,69,1,1,1,5,5,5
proteins_1048576,0,0,1,3,0,0,0,1,1,1
realDNA_1048576,0,0,9,62,0,0,0,1,1,1
english_1048576,0,0,1,3,0,0,0,1,1,1
DNA_2097152,0,0,15,53,0,0,0,2,2,2
proteins_2097152,0,0,5,7,0,0,0,1,1,1
realDNA_2097152,0,0,15,53,0,0,0,2,2,2
english_2097152,0,0,2,5,1,1,1,2,2,2
DNA_4194304,0,2,36,69,1,1,1,9,9,9
proteins_4194304,0,1,11,59,1,1,1,4,4,4
realDNA_4194304,0,13,68,81,6,6,6,39,39,39
english_4194304,0,2,8,14,14,14,14,5,5,5
DNA_8388608,0,32,440,873,85,85,85,174,174,174
proteins_8388608,0,1,25,128,10,10,10,67,67,67
realDNA_8388608,0,4,138,138,7,7,7,29,29,29
english_8388608,0,3,17,31,7,7,7,24,24,24
DNA_16777216,0,59,1239,1838,397,397,397,275,275,275
proteins_16777216,0,10,54,66,59,59,59,13718,13718,13718
realDNA_16777216,0,14,1461,1769,8271,8271,8271,2653,2653,2653
