data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,2,0,0,0,1,1,1
DNA_524288,0,1,8,8,1,1,1,3,3,3
DNA_1048576,0,0,7,14,3,3,3,6,6,6
proteins_1048576,0,0,2,3,1,1,1,2,2,2
realDNA_1048576,0,1,11,16,2,2,2,9,9,9
english_1048576,0,0,2,3,0,0,0,2,2,2
DNA_2097152,0,0,14,28,6,6,6,8,8,8
proteins_2097152,0,0,4,7,0,0,0,18,18,18
realDNA_2097152,0,3,30,31,6,6,6,12,12,12
english_2097152,0,1,4,7,2,2,2,9,9,9
DNA_4194304,0,0,37,55,8,8,8,5,5,5
proteins_4194304,0,1,7,14,1,1,1,5,5,5
realDNA_4194304,0,1,46,60,7,7,7,35,35,35
english_4194304,0,3,10,15,2,2,2,8,8,8
DNA_8388608,0,25,172,128,9,9,9,17,17,17
proteins_8388608,0,19,40,50,19,19,19,30,30,30
realDNA_8388608,0,5,198,147,36,36,36,171,171,171
english_8388608,0,19,48,52,30,30,30,59,59,59
DNA_16777216,0,9,292,236,30,30,30,57,57,57
proteins_16777216,13,8,66,73,32,32,32,3887,3887,3887
