data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,1,0,0,4,0,0,0,0,0,0
DNA_16384,2,0,0,9,0,0,0,0,0,0
DNA_262144,61,2,1,604,0,0,0,0,0,0
DNA_524288,95,5,4,1547,0,0,0,1,1,1
DNA_1048576,198,12,9,4898,0,0,0,2,2,2
proteins_1048576,349,0,1,0,0,0,0,0,0,0
realDNA_1048576,193,12,8,5896,0,0,0,3,3,3
english_1048576,186,0,1,1,0,0,0,1,1,1
DNA_2097152,464,5,27,1328,1,1,1,2,2,2
proteins_2097152,389,1,3,1,0,0,0,1,1,1
realDNA_2097152,537,1,11,337,1,1,1,3,3,3
english_2097152,391,4,7,8,6,6,6,18,18,18
DNA_4194304,845,4,32,3631,6,6,6,7,7,7
proteins_4194304,847,10,22,15,8,8,8,31,31,31
realDNA_4194304,1469,148,386,82443,3,3,3,29,29,29
english_4194304,856,6,9,491,2,2,2,6,6,6
DNA_8388608,2513,27,116,59570,7,7,7,15,15,15
proteins_8388608,4999,5,18,8,2,2,2,17,17,17
realDNA_8388608,2429,107,272,118384,117,117,117,268,268,268
english_8388608,1614,3,16,8,8,8,8,13,13,13
DNA_16777216,26135,103,560,196010,682,682,682,1328,1328,1328
proteins_16777216,7401,11,48,1250,45,45,45,73,73,73
