data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,12,0,0,0,0,0,0
DNA_524288,0,0,7,31,0,0,0,1,1,1
DNA_1048576,0,0,10,60,0,0,0,1,1,1
proteins_1048576,0,1,2,3,0,0,0,0,0,0
realDNA_1048576,0,0,18,65,1,1,1,9,9,9
english_1048576,0,0,1,2,0,0,0,1,1,1
DNA_2097152,0,0,13,34,1,1,1,13,13,13
proteins_2097152,0,1,4,7,0,0,0,2,2,2
realDNA_2097152,0,1,23,39,1,1,1,4,4,4
english_2097152,0,3,7,10,7,7,7,5,5,5
DNA_4194304,0,1,39,69,4,4,4,7,7,7
proteins_4194304,0,9,23,21,8,8,8,29,29,29
realDNA_4194304,0,0,75,319,143,143,143,53,53,53
english_4194304,0,2,9,22,1,1,1,6,6,6
DNA_8388608,0,2,182,257,6,6,6,13,13,13
proteins_8388608,0,6,20,32,3,3,3,16,16,16
realDNA_8388608,0,3,334,375,37,37,37,141,141,141
english_8388608,0,10,47,42,28,28,28,63,63,63
DNA_16777216,0,53,568,834,423,423,423,950,950,950
proteins_16777216,0,22,64,87,6005,6005,6005,69,69,69
