data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,2,0,0,0,0,0,0
DNA_262144,0,0,2,298,0,0,0,0,0,0
DNA_524288,0,0,7,722,0,0,0,1,1,1
DNA_1048576,0,0,11,273,0,0,0,2,2,2
proteins_1048576,0,0,2,58,0,0,0,1,1,1
realDNA_1048576,0,2,24,2525,0,0,0,1,1,1
english_1048576,0,0,2,12,0,0,0,1,1,1
DNA_2097152,0,1,15,998,1,1,1,14,14,14
proteins_2097152,0,1,8,442,1,1,1,15,15,15
realDNA_2097152,0,1,31,15849,1,1,1,2,2,2
english_2097152,0,2,5,24,1,1,1,9,9,9
DNA_4194304,0,1,40,3674,2,2,2,6,6,6
proteins_4194304,0,5,16,1310,2,2,2,13,13,13
realDNA_4194304,0,3,94,63218,1,1,1,6,6,6
english_4194304,0,3,9,60,2,2,2,26,26,26
DNA_8388608,0,4,110,4259,10,10,10,45,45,45
proteins_8388608,0,4,42,5925,6,6,6,11,11,11
realDNA_8388608,0,5,144,4845,22,22,22,35,35,35
english_8388608,0,8,25,158,6,6,6,17,17,17
DNA_16777216,0,272,655,38609,24,24,24,355,355,355
proteins_16777216,0,138,436,38324,224,224,224,342,342,342
