data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,2,2,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,1,0,0,0,0,0,0
DNA_262144,29,1,1,39,-1,-1,-1,1,1,1
DNA_524288,59,3,3,186,0,0,0,0,0,0
DNA_1048576,130,8,11,601,46,46,46,1,1,1
proteins_1048576,72,1,3,5,0,0,0,6,6,6
realDNA_1048576,152,8,11,1023,1,1,1,9,9,9
english_1048576,207,0,1,2,0,0,0,1,1,1
DNA_2097152,325,2,12,407,3,3,3,10,10,10
proteins_2097152,257,1,13,6,0,0,0,1,1,1
realDNA_2097152,340,3,14,1987,330,330,330,4,4,4
english_2097152,230,0,2,4,0,0,0,2,2,2
DNA_4194304,698,1,30,265,2,2,2,7,7,7
proteins_4194304,307,9,11,437,1,1,1,5,5,5
realDNA_4194304,808,13,85,542,7,7,7,9,9,9
english_4194304,580,3,9,12,49,49,49,21,21,21
DNA_8388608,2181,97,363,23611,666,666,666,162,162,162
proteins_8388608,954,19,32,1338,18,18,18,24,24,24
realDNA_8388608,1523,4,134,907,31,31,31,128,128,128
english_8388608,1398,3,16,31,7,7,7,21,21,21
DNA_16777216,9833,650,1285,-1,5684,5684,5684,5879,5879,5879
proteins_16777216,2523,12,67,57,110,110,110,79,79,79
realDNA_16777216,11156,707,2578,-1,8274,8274,8274,2752,2752,2752
