data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,1,0,0,4,0,0,0,0,0,0
DNA_16384,3,0,0,11,0,0,0,0,0,0
DNA_262144,46,2,1,618,3,3,3,0,0,0
DNA_524288,104,5,5,1545,0,0,0,1,1,1
DNA_1048576,195,12,8,4912,0,0,0,1,1,1
proteins_1048576,176,0,1,25,0,0,0,0,0,0
realDNA_1048576,187,0,5,98,1,1,1,7,7,7
english_1048576,189,0,1,3,0,0,0,1,1,1
DNA_2097152,404,26,21,13484,4,4,4,13,13,13
proteins_2097152,716,6,5,943,0,0,0,2,2,2
realDNA_2097152,1336,36,35,15752,2,2,2,4,4,4
english_2097152,407,1,4,3,2,2,2,10,10,10
DNA_4194304,1170,3,30,3695,4,4,4,5,5,5
proteins_4194304,783,13,10,3248,2,2,2,5,5,5
realDNA_4194304,21981,58,81,67441,2,2,2,13,13,13
english_4194304,798,1,7,4,2,2,2,10,10,10
DNA_8388608,3048,118,258,247187,247,247,247,577,577,577
proteins_8388608,1822,28,25,7388,3,3,3,10,10,10
realDNA_8388608,3000,145,438,254456,266,266,266,1021,1021,1021
english_8388608,1627,3,16,7,3,3,3,9,9,9
DNA_16777216,38471,303,603,-1,427,427,427,1798,1798,1798
proteins_16777216,3932,56,88,29367,7,7,7,36,36,36
