data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,0,2,1,88,2,2,2,0,0,0
DNA_524288,0,6,3,292,0,0,0,1,1,1
DNA_1048576,0,12,9,727,1,1,1,1,1,1
proteins_1048576,0,0,2,5,0,0,0,0,0,0
realDNA_1048576,0,0,5,25,0,0,0,1,1,1
english_1048576,0,0,2,3,0,0,0,1,1,1
DNA_2097152,0,25,21,2031,118,118,118,3,3,3
proteins_2097152,0,6,5,176,3,3,3,13,13,13
realDNA_2097152,0,26,26,2127,4,4,4,11,11,11
english_2097152,0,0,2,6,0,0,0,6,6,6
DNA_4194304,0,6,57,440,13,13,13,22,22,22
proteins_4194304,0,13,11,397,2,2,2,4,4,4
realDNA_4194304,0,56,62,8385,10,10,10,7,7,7
english_4194304,0,4,15,19,5,5,5,35,35,35
DNA_8388608,0,192,332,29426,531,531,531,223,223,223
proteins_8388608,0,39,38,1418,12,12,12,34,34,34
realDNA_8388608,0,183,464,35071,192,192,192,265,265,265
english_8388608,0,3,18,31,3,3,3,12,12,12
DNA_16777216,0,383,814,-1,1828,1828,1828,3176,3176,3176
proteins_16777216,0,59,269,15097,27,27,27,45,45,45
