data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,2,0,0,0,0,0,0,0,0,0
DNA_8192,1,0,0,4,0,0,0,0,0,0
DNA_16384,2,0,0,0,0,0,0,0,0,0
DNA_262144,79,2,1,607,0,0,0,0,0,0
DNA_524288,101,5,4,1505,0,0,0,0,0,0
DNA_1048576,201,2,8,435,0,0,0,1,1,1
proteins_1048576,348,0,1,2,0,0,0,0,0,0
realDNA_1048576,204,11,8,4936,1,1,1,1,1,1
english_1048576,181,0,2,1,2,2,2,1,1,1
DNA_2097152,412,27,33,13559,1,1,1,4,4,4
proteins_2097152,392,3,8,4,2,2,2,10,10,10
realDNA_2097152,407,26,24,15279,1,1,1,3,3,3
english_2097152,401,0,3,46,1,1,1,3,3,3
DNA_4194304,824,5,29,3617,2,2,2,5,5,5
proteins_4194304,811,3,7,135,1,1,1,8,8,8
realDNA_4194304,1717,330,883,81524,5,5,5,11,11,11
english_4194304,1459,1,7,60,2,2,2,13,13,13
DNA_8388608,2797,12,114,13430,6,6,6,12,12,12
proteins_8388608,3054,28,25,7268,8,8,8,12,12,12
realDNA_8388608,1817,11,132,18256,6,6,6,54,54,54
english_8388608,1644,7,22,133,6,6,6,10,10,10
DNA_16777216,33110,231,524,-1,1005,1005,1005,2529,2529,2529
proteins_16777216,6498,6,41,14,54,54,54,113,113,113
