data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,4,0,0,0,0,0,0
DNA_16384,0,0,0,3,0,0,0,0,0,0
DNA_262144,0,0,3,279,0,0,0,0,0,0
DNA_524288,0,0,3,33,0,0,0,1,1,1
DNA_1048576,0,0,10,221,0,0,0,1,1,1
proteins_1048576,0,1,3,14,0,0,0,2,2,2
realDNA_1048576,0,1,15,2708,0,0,0,1,1,1
english_1048576,0,1,3,18,3,3,3,4,4,4
DNA_2097152,0,1,25,534,2,2,2,3,3,3
proteins_2097152,0,3,13,407,1,1,1,2,2,2
realDNA_2097152,0,1,15,214,0,0,0,2,2,2
english_2097152,0,7,11,37,4,4,4,10,10,10
DNA_4194304,0,3,93,54296,896,896,896,12,12,12
proteins_4194304,0,1,19,1672,12,12,12,3,3,3
realDNA_4194304,0,1,48,5319,2,2,2,7,7,7
english_4194304,0,7,25,77,10,10,10,23,23,23
DNA_8388608,0,8,302,213364,652,652,652,504,504,504
proteins_8388608,0,5,37,5055,5,5,5,36,36,36
realDNA_8388608,0,7,124,5323,12,12,12,18,18,18
english_8388608,0,16,45,178,25,25,25,47,47,47
DNA_16777216,0,208,1492,143729,16181,16181,16181,1331,1331,1331
proteins_16777216,0,134,394,34025,546,546,546,4001,4001,4001
