data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,1,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,0,2,2,33,-1,-1,-1,0,0,0
DNA_524288,0,5,3,203,0,0,0,0,0,0
DNA_1048576,0,13,13,471,2,2,2,4,4,4
proteins_1048576,0,0,2,3,0,0,0,1,1,1
realDNA_1048576,0,12,11,718,0,0,0,1,1,1
english_1048576,0,0,1,3,0,0,0,1,1,1
DNA_2097152,0,6,18,363,1,1,1,9,9,9
proteins_2097152,0,4,7,11,2,2,2,5,5,5
realDNA_2097152,0,6,18,473,2,2,2,3,3,3
english_2097152,0,0,3,6,1,1,1,2,2,2
DNA_4194304,0,4,33,255,3,3,3,6,6,6
proteins_4194304,0,17,18,383,1,1,1,5,5,5
realDNA_4194304,0,13,59,178,6,6,6,37,37,37
english_4194304,0,3,9,16,15,15,15,5,5,5
DNA_8388608,0,255,612,17089,19,19,19,19,19,19
proteins_8388608,0,32,37,1301,49,49,49,86,86,86
realDNA_8388608,0,4,127,351,8,8,8,25,25,25
english_8388608,0,15,28,42,21,21,21,65,65,65
DNA_16777216,0,261,607,-1,624,624,624,1236,1236,1236
proteins_16777216,0,122,213,116,476,476,476,95,95,95
realDNA_16777216,0,266,706,-1,762,762,762,5933,5933,5933
