data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,3,0,0,0,0,0,0
DNA_16384,0,0,0,9,0,0,0,0,0,0
DNA_262144,0,0,3,305,0,0,0,0,0,0
DNA_524288,0,1,8,804,0,0,0,1,1,1
DNA_1048576,0,0,14,2395,0,0,0,2,2,2
proteins_1048576,0,1,2,11,0,0,0,1,1,1
realDNA_1048576,0,2,13,2871,0,0,0,1,1,1
english_1048576,0,1,2,15,0,0,0,1,1,1
DNA_2097152,0,1,21,1125,5,5,5,13,13,13
proteins_2097152,0,2,5,31,0,0,0,2,2,2
realDNA_2097152,0,1,14,407,1,1,1,2,2,2
english_2097152,0,1,4,27,0,0,0,2,2,2
DNA_4194304,0,1,42,3714,1,1,1,2,2,2
proteins_4194304,0,4,11,64,2,2,2,4,4,4
realDNA_4194304,0,6,114,61423,50,50,50,84,84,84
english_4194304,0,4,15,395,9,9,9,20,20,20
DNA_8388608,0,32,382,48741,10,10,10,21,21,21
proteins_8388608,0,9,28,438,6,6,6,18,18,18
realDNA_8388608,0,5,207,75969,5,5,5,13,13,13
english_8388608,0,30,58,198,24,24,24,38,38,38
DNA_16777216,0,115,583,168337,18863,18863,18863,696,696,696
proteins_16777216,0,156,383,1893,588,588,588,15660,15660,15660
