data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,0,2,2,86,3,3,3,0,0,0
DNA_524288,0,1,4,22,1,1,1,2,2,2
DNA_1048576,0,12,9,648,2,2,2,8,8,8
proteins_1048576,0,3,3,66,1,1,1,0,0,0
realDNA_1048576,0,3,8,177,2,2,2,8,8,8
english_1048576,0,1,3,5,2,2,2,7,7,7
DNA_2097152,0,26,21,1811,6,6,6,8,8,8
proteins_2097152,0,8,8,157,3,3,3,6,6,6
realDNA_2097152,0,8,47,501,2,2,2,3,3,3
english_2097152,0,2,5,8,2,2,2,9,9,9
DNA_4194304,0,57,62,6161,2,2,2,1,1,1
proteins_4194304,0,14,11,433,2,2,2,5,5,5
realDNA_4194304,0,9,48,1234,6,6,6,9,9,9
english_4194304,0,13,20,111,6,6,6,25,25,25
DNA_8388608,0,214,461,492,32,32,32,65,65,65
proteins_8388608,0,20,39,55,20,20,20,31,31,31
realDNA_8388608,0,199,312,31427,118,118,118,393,393,393
english_8388608,0,21,54,55,29,29,29,73,73,73
DNA_16777216,0,61,325,9901,73,73,73,168,168,168
proteins_16777216,0,129,350,8725,1491,1491,1491,14331,14331,14331
realDNA_16777216,0,311,730,52404,24253,24253,24253,1711,1711,1711
