data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,3,2,117,0,0,0,0,0,0
DNA_524288,0,5,4,256,0,0,0,1,1,1
DNA_1048576,0,1,6,66,0,0,0,5,5,5
proteins_1048576,0,1,1,22,0,0,0,4,4,4
realDNA_1048576,0,13,13,926,1,1,1,2,2,2
english_1048576,0,0,2,4,0,0,0,0,0,0
DNA_2097152,0,5,16,125,1,1,1,3,3,3
proteins_2097152,0,6,5,244,1,1,1,4,4,4
realDNA_2097152,0,27,22,2253,1,1,1,3,3,3
english_2097152,0,7,9,12,4,4,4,7,7,7
DNA_4194304,0,4,37,362,9,9,9,6,6,6
proteins_4194304,0,16,18,475,6,6,6,16,16,16
realDNA_4194304,0,57,89,7259,12,12,12,6,6,6
english_4194304,0,4,12,19,15,15,15,42,42,42
DNA_8388608,0,21,185,491,29,29,29,70,70,70
proteins_8388608,0,28,29,1190,6,6,6,14,14,14
realDNA_8388608,0,8,129,378,6,6,6,14,14,14
english_8388608,0,7,21,35,6,6,6,13,13,13
DNA_16777216,0,22,302,2404,19,19,19,23,23,23
proteins_16777216,0,63,102,67110,88,88,88,315,315,315
