data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,12,0,0,0,0,0,0
DNA_524288,0,0,7,31,0,0,0,1,1,1
DNA_1048576,0,0,9,61,0,0,0,2,2,2
proteins_1048576,0,2,4,5,1,1,1,6,6,6
realDNA_1048576,0,0,13,31,1,1,1,4,4,4
english_1048576,0,0,1,2,1,1,1,196,196,196
DNA_2097152,0,0,14,33,1,1,1,11,11,11
proteins_2097152,0,2,9,11,1,1,1,10,10,10
realDNA_2097152,0,0,20,143,1,1,1,3,3,3
english_2097152,0,1,8,8,5,5,5,10,10,10
DNA_4194304,0,1,34,57,2,2,2,8,8,8
proteins_4194304,0,9,19,24,3,3,3,13,13,13
realDNA_4194304,0,1,140,350,170,170,170,390,390,390
english_4194304,0,1,8,14,1,1,1,24,24,24
DNA_8388608,0,170,833,1171,478,478,478,1005,1005,1005
proteins_8388608,0,8,20,34,2,2,2,21,21,21
realDNA_8388608,0,4,139,179,8,8,8,30,30,30
english_8388608,0,3,17,31,8,8,8,10,10,10
DNA_16777216,0,23,323,290,59,59,59,48,48,48
proteins_16777216,0,11,57,71,19,19,19,6681,6681,6681
