data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,2,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,2,0,0,0,0,0,0
DNA_262144,12,2,2,37,-1,-1,-1,1,1,1
DNA_524288,16,5,5,198,0,0,0,1,1,1
DNA_1048576,50,12,14,559,3,3,3,4,4,4
proteins_1048576,30,0,1,3,0,0,0,5,5,5
realDNA_1048576,62,13,11,888,3,3,3,7,7,7
english_1048576,42,0,1,2,0,0,0,1,1,1
DNA_2097152,242,5,12,342,1,1,1,1,1,1
proteins_2097152,97,3,10,13,2,2,2,4,4,4
realDNA_2097152,137,5,13,537,2,2,2,2,2,2
english_2097152,93,0,2,6,0,0,0,1,1,1
DNA_4194304,457,8,83,292,2,2,2,6,6,6
proteins_4194304,137,16,17,743,6,6,6,6,6,6
realDNA_4194304,301,2,33,172,2,2,2,39,39,39
english_4194304,190,3,8,16,15,15,15,5,5,5
DNA_8388608,987,114,213,17062,638,638,638,169,169,169
proteins_8388608,440,33,71,5471,15,15,15,23,23,23
realDNA_8388608,862,4,286,381,7,7,7,25,25,25
english_8388608,581,10,39,61,26,26,26,75,75,75
DNA_16777216,4778,260,2314,-1,1795,1795,1795,1966,1966,1966
proteins_16777216,799,30,77,93,217,217,217,99,99,99
realDNA_16777216,2437,208,651,-1,4749,4749,4749,5300,5300,5300
