data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,4,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,2,250,0,0,0,0,0,0
DNA_524288,0,0,10,737,0,0,0,1,1,1
DNA_1048576,0,0,6,212,0,0,0,1,1,1
proteins_1048576,0,1,2,12,0,0,0,1,1,1
realDNA_1048576,0,0,11,2305,0,0,0,1,1,1
english_1048576,0,3,5,14,1,1,1,2,2,2
DNA_2097152,0,1,30,14705,3,3,3,3,3,3
proteins_2097152,0,3,6,88,8,8,8,2,2,2
realDNA_2097152,0,2,32,15947,1,1,1,3,3,3
english_2097152,0,1,3,43,1,1,1,2,2,2
DNA_4194304,0,1,40,3618,2,2,2,6,6,6
proteins_4194304,0,2,8,115,3,3,3,6,6,6
realDNA_4194304,0,4,102,63313,4,4,4,6,6,6
english_4194304,0,2,9,78,2,2,2,6,6,6
DNA_8388608,0,4,121,12559,152,152,152,37,37,37
proteins_8388608,0,6,47,5302,3,3,3,9,9,9
realDNA_8388608,0,3,142,16155,3,3,3,12,12,12
english_8388608,0,4,21,231,8,8,8,14,14,14
DNA_16777216,0,25,840,-1,224,224,224,426,426,426
proteins_16777216,0,35,92,516,56,56,56,411,411,411
