data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,3,0,0,0,0,0,0
DNA_8192,0,0,0,3,0,0,0,0,0,0
DNA_16384,0,0,0,8,0,0,0,0,0,0
DNA_262144,0,0,3,96,1,1,1,0,0,0
DNA_524288,0,0,9,522,0,0,0,1,1,1
DNA_1048576,0,1,21,1976,1,1,1,1,1,1
proteins_1048576,0,1,2,17,0,0,0,1,1,1
realDNA_1048576,0,2,14,2923,0,0,0,1,1,1
english_1048576,0,1,2,15,0,0,0,1,1,1
DNA_2097152,0,1,18,3193,2,2,2,2,2,2
proteins_2097152,0,1,4,31,1,1,1,3,3,3
realDNA_2097152,0,1,28,3842,2,2,2,2,2,2
english_2097152,0,2,4,23,0,0,0,2,2,2
DNA_4194304,0,6,46,2758,6,6,6,3,3,3
proteins_4194304,0,3,15,1439,1,1,1,4,4,4
realDNA_4194304,0,5,55,1487,12,12,12,22,22,22
english_4194304,0,5,12,75,10,10,10,77,77,77
DNA_8388608,0,8,273,128424,157,157,157,506,506,506
proteins_8388608,0,5,41,5124,2,2,2,18,18,18
realDNA_8388608,0,3,153,4470,5,5,5,14,14,14
english_8388608,0,7,27,154,12,12,12,45,45,45
DNA_16777216,0,163,8317,-1,359,359,359,198,198,198
proteins_16777216,0,23,74,1394,39,39,39,270,270,270
realDNA_16777216,0,99,1116,-1,690,690,690,1317,1317,1317
