data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,2,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,0,0,0,0,0,0,0
DNA_262144,45,1,1,82,0,0,0,0,0,0
DNA_524288,97,3,5,268,0,0,0,0,0,0
DNA_1048576,137,1,8,57,3,3,3,6,6,6
proteins_1048576,58,2,4,5,1,1,1,2,2,2
realDNA_1048576,148,16,8,766,0,0,0,1,1,1
english_1048576,198,0,1,2,1,1,1,1,1,1
DNA_2097152,326,15,21,2025,3,3,3,13,13,13
proteins_2097152,133,0,3,5,0,0,0,2,2,2
realDNA_2097152,344,80,26,9109,2,2,2,3,3,3
english_2097152,230,2,6,13,4,4,4,15,15,15
DNA_4194304,693,2,59,415,2,2,2,17,17,17
proteins_4194304,411,2,8,27,1,1,1,8,8,8
realDNA_4194304,1016,139,115,32352,500,500,500,1101,1101,1101
english_4194304,508,1,7,14,2,2,2,14,14,14
DNA_8388608,1695,9,236,1212,6,6,6,13,13,13
proteins_8388608,1870,29,52,1567,7,7,7,12,12,12
realDNA_8388608,1636,6,133,3361,9,9,9,84,84,84
english_8388608,1889,7,20,35,6,6,6,12,12,12
DNA_16777216,8310,491,1410,-1,3555,3555,3555,4001,4001,4001
proteins_16777216,3861,8,55,46,71,71,71,92,92,92
