data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,2,0,0,0,0,0,0
DNA_524288,0,0,2,6,1,1,1,2,2,2
DNA_1048576,0,0,10,13,2,2,2,5,5,5
proteins_1048576,0,1,4,5,0,0,0,1,1,1
realDNA_1048576,0,0,5,13,1,1,1,1,1,1
english_1048576,0,0,2,3,20,20,20,6,6,6
DNA_2097152,0,0,15,27,2,2,2,15,15,15
proteins_2097152,0,0,4,7,0,0,0,2,2,2
realDNA_2097152,0,1,14,27,0,0,0,3,3,3
english_2097152,0,1,5,7,1,1,1,4,4,4
DNA_4194304,0,0,33,54,2,2,2,22,22,22
proteins_4194304,0,4,18,23,9,9,9,39,39,39
realDNA_4194304,0,1,35,58,2,2,2,7,7,7
english_4194304,0,1,7,14,2,2,2,5,5,5
DNA_8388608,0,67,357,220,284,284,284,718,718,718
proteins_8388608,0,3,16,30,4,4,4,15,15,15
realDNA_8388608,0,22,233,172,83,83,83,76,76,76
english_8388608,0,5,18,33,7,7,7,12,12,12
DNA_16777216,0,6,392,266,101,101,101,39430,39430,39430
proteins_16777216,0,3,55,60,61,61,61,396,396,396
