data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,2,1,86,0,0,0,0,0,0
DNA_524288,0,0,3,9,0,0,0,1,1,1
DNA_1048576,0,1,7,57,0,0,0,5,5,5
proteins_1048576,0,0,3,3,0,0,0,1,1,1
realDNA_1048576,0,12,9,758,1,1,1,1,1,1
english_1048576,0,0,2,4,2,2,2,7,7,7
DNA_2097152,0,1,22,57,4,4,4,8,8,8
proteins_2097152,0,8,8,150,2,2,2,2,2,2
realDNA_2097152,0,1,18,38,6,6,6,33,33,33
english_2097152,0,1,5,7,2,2,2,8,8,8
DNA_4194304,0,53,58,6180,4,4,4,8,8,8
proteins_4194304,0,14,11,408,1,1,1,2,2,2
realDNA_4194304,0,5,43,513,4,4,4,14,14,14
english_4194304,0,4,13,19,7,7,7,18,18,18
DNA_8388608,0,199,581,33754,173,173,173,3817,3817,3817
proteins_8388608,0,32,38,1340,14,14,14,71,71,71
realDNA_8388608,0,5,189,547,45,45,45,556,556,556
english_8388608,0,9,37,42,17,17,17,54,54,54
DNA_16777216,0,268,617,34442,429,429,429,583,583,583
proteins_16777216,0,273,399,11620,42,42,42,49,49,49
