data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,0,0,0,9,0,0,0,0,0,0
DNA_262144,0,0,3,258,0,0,0,0,0,0
DNA_524288,0,0,3,66,2,2,2,2,2,2
DNA_1048576,0,1,27,2425,1,1,1,1,1,1
proteins_1048576,0,0,3,159,0,0,0,5,5,5
realDNA_1048576,0,0,11,606,0,0,0,1,1,1
english_1048576,0,0,2,15,3,3,3,6,6,6
DNA_2097152,0,3,29,14542,2,2,2,2,2,2
proteins_2097152,0,1,7,424,4,4,4,9,9,9
realDNA_2097152,0,1,23,3617,1,1,1,4,4,4
english_2097152,0,1,4,22,1,1,1,10,10,10
DNA_4194304,0,9,90,53759,590,590,590,6,6,6
proteins_4194304,0,2,15,1235,3,3,3,4,4,4
realDNA_4194304,0,1,61,11405,1,1,1,6,6,6
english_4194304,0,2,12,434,4,4,4,19,19,19
DNA_8388608,0,4,118,3971,8,8,8,17,17,17
proteins_8388608,0,10,29,151,5,5,5,45,45,45
realDNA_8388608,0,14,341,238860,236,236,236,211,211,211
english_8388608,0,15,46,195,34,34,34,42,42,42
DNA_16777216,0,19,2213,39406,39295,39295,39295,872,872,872
proteins_16777216,0,130,444,31858,466,466,466,926,926,926
realDNA_16777216,0,314,1979,194012,919,919,919,711,711,711
