data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,0,3,1,104,0,0,0,0,0,0
DNA_524288,0,5,4,238,0,0,0,3,3,3
DNA_1048576,0,3,9,56,3,3,3,1,1,1
proteins_1048576,0,3,2,64,0,0,0,5,5,5
realDNA_1048576,0,11,8,655,0,0,0,1,1,1
english_1048576,0,0,2,20,1,1,1,7,7,7
DNA_2097152,0,2,18,55,1,1,1,3,3,3
proteins_2097152,0,6,6,157,0,0,0,2,2,2
realDNA_2097152,0,24,20,1956,308,308,308,4,4,4
english_2097152,0,0,2,6,0,0,0,3,3,3
DNA_4194304,0,53,71,5908,757,757,757,5,5,5
proteins_4194304,0,2,7,15,1,1,1,12,12,12
realDNA_4194304,0,50,85,5699,3,3,3,10,10,10
english_4194304,0,3,8,19,1,1,1,10,10,10
DNA_8388608,0,200,661,48300,282,282,282,174,174,174
proteins_8388608,0,33,48,1510,3,3,3,32,32,32
realDNA_8388608,0,9,131,500,5,5,5,494,494,494
english_8388608,0,11,21,35,7,7,7,18,18,18
DNA_16777216,0,243,464,26186,514,514,514,6314,6314,6314
proteins_16777216,0,18,84,135,498,498,498,1097,1097,1097
