data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,0,1,2,0,0,0,0,0,0
DNA_524288,0,0,4,6,0,0,0,3,3,3
DNA_1048576,0,0,9,13,2,2,2,5,5,5
proteins_1048576,0,0,1,3,0,0,0,0,0,0
realDNA_1048576,0,0,6,12,0,0,0,5,5,5
english_1048576,0,0,1,2,0,0,0,1,1,1
DNA_2097152,0,2,19,31,6,6,6,13,13,13
proteins_2097152,0,1,5,8,0,0,0,5,5,5
realDNA_2097152,0,1,13,31,1,1,1,5,5,5
english_2097152,0,4,9,11,6,6,6,19,19,19
DNA_4194304,0,1,49,54,5,5,5,27,27,27
proteins_4194304,0,13,23,25,8,8,8,29,29,29
realDNA_4194304,0,1,40,58,3,3,3,13,13,13
english_4194304,0,6,15,21,5,5,5,10,10,10
DNA_8388608,0,66,138,126,21,21,21,49,49,49
proteins_8388608,0,8,21,34,3,3,3,19,19,19
realDNA_8388608,0,11,165,142,32,32,32,66,66,66
english_8388608,0,10,43,44,34,34,34,50,50,50
DNA_16777216,0,326,1554,636,770,770,770,10742,10742,10742
proteins_16777216,0,8,47,64,42,42,42,3794,3794,3794
