data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,3,0,0,0,0,0,0
DNA_16384,0,0,0,9,0,0,0,0,0,0
DNA_262144,0,0,2,246,0,0,0,0,0,0
DNA_524288,0,0,8,740,74,74,74,1,1,1
DNA_1048576,0,0,16,2598,0,0,0,1,1,1
proteins_1048576,0,3,7,52,3,3,3,7,7,7
realDNA_1048576,0,0,7,101,0,0,0,2,2,2
english_1048576,0,1,2,10,0,0,0,1,1,1
DNA_2097152,0,2,41,14779,1,1,1,4,4,4
proteins_2097152,0,1,7,417,1,1,1,2,2,2
realDNA_2097152,0,3,29,15468,1,1,1,5,5,5
english_2097152,0,1,4,24,1,1,1,2,2,2
DNA_4194304,0,1,48,3871,6,6,6,25,25,25
proteins_4194304,0,2,15,1503,4,4,4,7,7,7
realDNA_4194304,0,4,97,61139,2,2,2,6,6,6
english_4194304,0,4,11,57,1,1,1,6,6,6
DNA_8388608,0,6,342,196048,143,143,143,195,195,195
proteins_8388608,0,4,41,5299,6,6,6,34,34,34
realDNA_8388608,0,3,290,183298,143,143,143,101,101,101
english_8388608,0,7,35,148,4,4,4,11,11,11
DNA_16777216,0,156,6597,-1,604,604,604,1516,1516,1516
proteins_16777216,0,16,253,40464,1136,1136,1136,137,137,137
