data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,2,0,0,1,0,0,0,0,0,0
DNA_16384,3,0,0,16,0,0,0,0,0,0
DNA_262144,42,2,2,658,2,2,2,0,0,0
DNA_524288,97,0,2,111,1,1,1,2,2,2
DNA_1048576,207,12,8,4801,0,0,0,1,1,1
proteins_1048576,196,3,3,387,1,1,1,2,2,2
realDNA_1048576,193,2,6,1220,0,0,0,2,2,2
english_1048576,358,0,1,9,0,0,0,1,1,1
DNA_2097152,673,25,18,13016,2,2,2,2,2,2
proteins_2097152,417,7,8,1226,1,1,1,3,3,3
realDNA_2097152,445,6,13,3876,1,1,1,3,3,3
english_2097152,411,1,4,3,2,2,2,9,9,9
DNA_4194304,841,52,57,60598,2,2,2,1,1,1
proteins_4194304,1376,13,10,2694,2,2,2,6,6,6
realDNA_4194304,833,9,34,12274,5,5,5,32,32,32
english_4194304,833,11,11,749,2,2,2,7,7,7
DNA_8388608,2040,6,140,3643,9,9,9,17,17,17
proteins_8388608,3652,6,18,9,5,5,5,8,8,8
realDNA_8388608,9997,134,332,369395,1569,1569,1569,1027,1027,1027
english_8388608,3273,6,19,20,9,9,9,19,19,19
DNA_16777216,8291,42,355,42803,222,222,222,176,176,176
proteins_16777216,12136,57,107,39048,109,109,109,2250,2250,2250
