data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,10,0,0,0,0,0,0
DNA_262144,0,0,2,231,0,0,0,0,0,0
DNA_524288,0,0,3,70,0,0,0,1,1,1
DNA_1048576,0,0,19,2422,1,1,1,2,2,2
proteins_1048576,0,1,2,11,1,1,1,5,5,5
realDNA_1048576,0,0,7,251,0,0,0,1,1,1
english_1048576,0,1,2,10,0,0,0,6,6,6
DNA_2097152,0,2,30,14337,1,1,1,3,3,3
proteins_2097152,0,1,7,403,1,1,1,10,10,10
realDNA_2097152,0,4,31,602,1,1,1,2,2,2
english_2097152,0,2,6,34,5,5,5,13,13,13
DNA_4194304,0,6,84,54614,3,3,3,22,22,22
proteins_4194304,0,2,16,1305,2,2,2,5,5,5
realDNA_4194304,0,36,306,66590,76,76,76,5,5,5
english_4194304,0,2,9,132,2,2,2,4,4,4
DNA_8388608,0,9,370,199487,163,163,163,312,312,312
proteins_8388608,0,4,22,323,6,6,6,9,9,9
realDNA_8388608,0,3,129,6490,10,10,10,35,35,35
english_8388608,0,9,26,162,4,4,4,34,34,34
DNA_16777216,0,29,707,-1,348,348,348,917,917,917
proteins_16777216,0,1079,3470,49499,565,565,565,447,447,447
