data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,2,0,0,1,0,0,0,0,0,0
DNA_8192,3,0,0,8,0,0,0,0,0,0
DNA_16384,3,0,0,15,0,0,0,0,0,0
DNA_262144,62,2,1,558,-1,-1,-1,0,0,0
DNA_524288,182,5,3,1412,0,0,0,1,1,1
DNA_1048576,206,12,8,4448,0,0,0,1,1,1
proteins_1048576,311,0,1,1,0,0,0,1,1,1
realDNA_1048576,258,12,8,5428,1,1,1,1,1,1
english_1048576,184,0,1,1,0,0,0,1,1,1
DNA_2097152,448,5,14,3324,0,0,0,1,1,1
proteins_2097152,378,1,4,5,0,0,0,1,1,1
realDNA_2097152,647,5,13,3772,1,1,1,2,2,2
english_2097152,712,0,2,1,1,1,1,2,2,2
DNA_4194304,1214,4,30,3543,2,2,2,7,7,7
proteins_4194304,1422,13,10,2724,1,1,1,4,4,4
realDNA_4194304,811,4,33,1158,1,1,1,37,37,37
english_4194304,1726,2,7,9,12,12,12,6,6,6
DNA_8388608,4779,117,263,221082,12,12,12,16,16,16
proteins_8388608,2501,27,29,7457,10,10,10,16,16,16
realDNA_8388608,1839,4,120,3740,8,8,8,25,25,25
english_8388608,1628,3,17,8,6,6,6,21,21,21
DNA_16777216,35207,238,552,-1,985,985,985,1913,1913,1913
proteins_16777216,6310,9,62,74,58,58,58,223,223,223
realDNA_16777216,6105,294,1072,-1,1257,1257,1257,3377,3377,3377
