data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,1,0,0,0,0,0,0
DNA_262144,49,1,1,86,0,0,0,0,0,0
DNA_524288,66,3,3,289,0,0,0,0,0,0
DNA_1048576,211,12,14,764,0,0,0,2,2,2
proteins_1048576,57,0,1,2,0,0,0,1,1,1
realDNA_1048576,204,2,6,231,0,0,0,1,1,1
english_1048576,112,0,1,2,1,1,1,2,2,2
DNA_2097152,325,0,11,145,1,1,1,4,4,4
proteins_2097152,134,0,3,6,0,0,0,2,2,2
realDNA_2097152,339,79,24,8673,125,125,125,3,3,3
english_2097152,239,0,2,5,4,4,4,9,9,9
DNA_4194304,868,1,29,116,2,2,2,8,8,8
proteins_4194304,319,9,18,21,3,3,3,14,14,14
realDNA_4194304,787,136,68,25493,475,475,475,774,774,774
english_4194304,517,4,13,15,4,4,4,24,24,24
DNA_8388608,4557,294,676,114294,439,439,439,2242,2242,2242
proteins_8388608,1017,6,19,23,2,2,2,19,19,19
realDNA_8388608,1841,7,134,4380,39,39,39,33,33,33
english_8388608,1469,2,16,22,6,6,6,11,11,11
DNA_16777216,3266,8,291,2074,15,15,15,583,583,583
proteins_16777216,5078,13,61,88,16,16,16,239,239,239
