data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,1,1,0,0,0,0,0,0,0,0
DNA_16384,2,0,0,16,0,0,0,0,0,0
DNA_262144,67,2,1,605,0,0,0,0,0,0
DNA_524288,92,0,2,157,0,0,0,1,1,1
DNA_1048576,194,12,9,4579,1,1,1,1,1,1
proteins_1048576,182,0,2,2,1,1,1,2,2,2
realDNA_1048576,188,2,8,510,0,0,0,1,1,1
english_1048576,186,0,2,14,19,19,19,5,5,5
DNA_2097152,418,26,20,12751,3,3,3,15,15,15
proteins_2097152,412,7,8,954,2,2,2,11,11,11
realDNA_2097152,659,1,12,388,1,1,1,3,3,3
english_2097152,407,3,7,4,4,4,4,19,19,19
DNA_4194304,845,54,57,61348,2,2,2,6,6,6
proteins_4194304,1769,13,11,2685,1,1,1,6,6,6
realDNA_4194304,2325,297,868,90265,3,3,3,7,7,7
english_4194304,838,6,15,477,8,8,8,29,29,29
DNA_8388608,3274,279,641,260630,218,218,218,360,360,360
proteins_8388608,3092,3,15,240,3,3,3,11,11,11
realDNA_8388608,1751,9,130,6050,9,9,9,19,19,19
english_8388608,7058,6,19,39,7,7,7,10,10,10
DNA_16777216,83631,245,787,-1,863,863,863,3102,3102,3102
proteins_16777216,6703,57,92,29488,7480,7480,7480,122,122,122
