data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,2,0,0,0,0,0,0
DNA_262144,12,2,2,92,2,2,2,0,0,0
DNA_524288,15,0,2,22,0,0,0,0,0,0
DNA_1048576,85,13,14,707,0,0,0,1,1,1
proteins_1048576,30,2,2,62,1,1,1,0,0,0
realDNA_1048576,80,2,6,150,0,0,0,1,1,1
english_1048576,50,1,3,5,2,2,2,7,7,7
DNA_2097152,141,26,23,2130,7,7,7,4,4,4
proteins_2097152,70,7,8,173,2,2,2,12,12,12
realDNA_2097152,239,6,13,515,1,1,1,9,9,9
english_2097152,94,1,4,7,2,2,2,9,9,9
DNA_4194304,341,53,57,6984,578,578,578,1,1,1
proteins_4194304,143,16,18,507,7,7,7,20,20,20
realDNA_4194304,296,9,37,1349,5,5,5,10,10,10
english_4194304,209,13,20,120,6,6,6,27,27,27
DNA_8388608,616,5,131,335,8,8,8,19,19,19
proteins_8388608,366,19,40,51,20,20,20,31,31,31
realDNA_8388608,1040,145,391,33995,631,631,631,1563,1563,1563
english_8388608,625,24,78,56,9,9,9,19,19,19
DNA_16777216,1837,22,316,4911,7127,7127,7127,153,153,153
proteins_16777216,1406,65,196,8664,40,40,40,405,405,405
realDNA_16777216,2350,74,492,24306,28256,28256,28256,1560,1560,1560
