data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,0,0,0
DNA_16384,1,0,0,1,0,0,0,0,0,0
DNA_262144,28,1,2,96,0,0,0,1,1,1
DNA_524288,60,3,5,311,7,7,7,1,1,1
DNA_1048576,140,7,8,745,0,0,0,2,2,2
proteins_1048576,59,2,4,4,1,1,1,2,2,2
realDNA_1048576,219,7,9,858,0,0,0,3,3,3
english_1048576,147,0,1,2,0,0,0,1,1,1
DNA_2097152,359,0,22,167,5,5,5,11,11,11
proteins_2097152,155,1,3,5,0,0,0,2,2,2
realDNA_2097152,342,1,15,202,1,1,1,4,4,4
english_2097152,246,1,3,5,1,1,1,12,12,12
DNA_4194304,721,5,42,474,18,18,18,28,28,28
proteins_4194304,313,2,8,10,1,1,1,15,15,15
realDNA_4194304,1133,139,86,38343,255,255,255,1533,1533,1533
english_4194304,518,6,15,84,6,6,6,22,22,22
DNA_8388608,1507,13,123,4596,6,6,6,18,18,18
proteins_8388608,948,23,43,46,14,14,14,58,58,58
realDNA_8388608,1543,173,160,23435,625,625,625,1002,1002,1002
english_8388608,1760,3,17,23,9,9,9,15,15,15
DNA_16777216,5300,512,549,-1,2976,2976,2976,1968,1968,1968
proteins_16777216,3893,7,43,160,35,35,35,59,59,59
