data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,1,0,0,0,3,3,3
DNA_16384,0,0,0,1,0,0,0,0,0,0
DNA_262144,17,3,3,109,0,0,0,0,0,0
DNA_524288,17,6,5,268,1,1,1,2,2,2
DNA_1048576,48,12,8,775,0,0,0,1,1,1
proteins_1048576,32,2,4,5,1,1,1,3,3,3
realDNA_1048576,66,12,9,859,0,0,0,3,3,3
english_1048576,74,0,1,2,0,0,0,1,1,1
DNA_2097152,172,2,20,168,1,1,1,2,2,2
proteins_2097152,96,1,6,13,2,2,2,10,10,10
realDNA_2097152,227,1,34,95,1,1,1,3,3,3
english_2097152,174,1,4,8,1,1,1,4,4,4
DNA_4194304,321,7,40,481,16,16,16,24,24,24
proteins_4194304,137,2,8,14,1,1,1,7,7,7
realDNA_4194304,326,61,114,7571,21,21,21,67,67,67
english_4194304,211,8,17,93,6,6,6,22,22,22
DNA_8388608,628,28,135,4437,5,5,5,13,13,13
proteins_8388608,367,6,39,55,14,14,14,61,61,61
realDNA_8388608,633,41,151,8789,11,11,11,17,17,17
english_8388608,438,4,16,32,10,10,10,14,14,14
DNA_16777216,3938,60,388,16776,22,22,22,163,163,163
proteins_16777216,801,8,62,185,43,43,43,89,89,89
