data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,0,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,0,0,0,0,0,0,0,0,0,0
DNA_262144,0,2,1,87,0,0,0,1,1,1
DNA_524288,0,5,3,239,1,1,1,0,0,0
DNA_1048576,0,1,8,57,0,0,0,7,7,7
proteins_1048576,0,0,1,3,0,0,0,0,0,0
realDNA_1048576,0,11,13,652,1,1,1,1,1,1
english_1048576,0,0,2,3,2,2,2,1,1,1
DNA_2097152,0,31,18,2202,1,1,1,4,4,4
proteins_2097152,0,1,4,7,0,0,0,11,11,11
realDNA_2097152,0,26,21,2182,1,1,1,3,3,3
english_2097152,0,3,6,13,4,4,4,14,14,14
DNA_4194304,0,5,59,439,11,11,11,8,8,8
proteins_4194304,0,3,12,48,1,1,1,10,10,10
realDNA_4194304,0,57,101,7666,266,266,266,11,11,11
english_4194304,0,6,14,25,10,10,10,68,68,68
DNA_8388608,0,15,130,2098,117,117,117,22,22,22
proteins_8388608,0,29,30,1251,8,8,8,58,58,58
realDNA_8388608,0,12,132,1152,11,11,11,65,65,65
english_8388608,0,6,20,44,6,6,6,10,10,10
DNA_16777216,0,236,499,-1,738,738,738,5530,5530,5530
proteins_16777216,0,265,460,387,1262,1262,1262,4234,4234,4234
