data,construction,topSingle,topFixed,topVariable,midSingle,midFixed,midVariable,bottomSingle,bottomFixed,bottomVariable
DNA_512,0,0,0,1,0,0,0,0,0,0
DNA_8192,0,0,0,0,0,0,0,0,0,0
DNA_16384,1,0,0,0,0,0,0,0,0,0
DNA_262144,47,1,1,116,0,0,0,0,0,0
DNA_524288,100,3,5,283,0,0,0,0,0,0
DNA_1048576,176,0,9,88,0,0,0,2,2,2
proteins_1048576,58,0,3,23,1,1,1,4,4,4
realDNA_1048576,162,7,8,867,0,0,0,2,2,2
english_1048576,115,2,3,5,1,1,1,4,4,4
DNA_2097152,337,2,17,149,3,3,3,12,12,12
proteins_2097152,135,4,5,203,1,1,1,1,1,1
realDNA_2097152,333,76,20,8079,96,96,96,3,3,3
english_2097152,233,6,9,11,4,4,4,8,8,8
DNA_4194304,692,1,46,420,1,1,1,5,5,5
proteins_4194304,317,12,18,478,6,6,6,4,4,4
realDNA_4194304,742,134,70,28538,137,137,137,591,591,591
english_4194304,511,1,8,10,4,4,4,44,44,44
DNA_8388608,1480,7,105,625,92,92,92,16,16,16
proteins_8388608,937,18,30,1227,6,6,6,41,41,41
realDNA_8388608,1729,5,156,915,5,5,5,11,11,11
english_8388608,1534,5,17,23,4,4,4,11,11,11
DNA_16777216,3271,9,299,31421,2907,2907,2907,1649,1649,1649
proteins_16777216,4178,73,183,15746,500,500,500,773,773,773
